# THE GRAPHICS REGISTRY — every graphic this port has been OBSERVED to draw.
# Written by the game itself (sms-recomp/frame_interp/graphics_db.cpp). Rows are added automatically the first
# frame an emitter draws; measured columns are rewritten every run; the CURATED columns `re` and `note` are
# never touched by the game. Edit those with tools/gfx/graphics_db.py.
#
# WHAT THIS FILE DOES NOT SAY: a graphic that has never drawn in a recorded run is ABSENT, not "does not
# exist" — this is a census of what was observed. `lerp=unmeasured` means the interpolation audit filed
# nothing (the run had SBR_LERP60 off), NOT that the graphic snaps.
#
# re:   unknown | native-override (auto hints) | yes | partial | no | identified   (curated verdicts)
# lerp: yes | partial | camera-only | no | 2d-correct | discontinuous-correct | no-primitives | unmeasured   (MEASURED, per run)
#
# There are deliberately NO draw counts here. A row is a FLAG that a source of visual output exists and
# what is known about it; counts changed every run and made the file churn without saying anything.
key	kind	symbol	stages	re	lerp	first_seen	note
pop.hud-water-gauge	2d	(labelled by a seam in sms-recomp/frame_interp)	stage1	identified	yes	2026-08-26	-
pop.j2d-pane	2d	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage13,stage14,stage15,stage2,stage20,stage21,stage22,stage23,stage24,stage3,stage4,stage5,stage6,stage7,stage8,stage9	identified	yes	2026-08-11	-
pop.j3d-shape	world	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage10,stage11,stage12,stage13,stage14,stage15,stage2,stage20,stage21,stage22,stage23,stage24,stage25,stage26,stage27,stage28,stage3,stage4,stage5,stage6,stage7,stage8,stage9	identified	yes	2026-08-11	The world's matrix-carried geometry, paired per (tag, ordinal) in aurora's interp table. 'partial' is the residual, and it is EXHAUSTIVE — a draw fails to pair for exactly five reasons, all counted (interp.cpp): (1) BIRTH — first ever sighting, no previous pose exists; unfixable by better pairing and reported separately so a perfect population does not sit at 99.7% forever because of its own first tick; (2) gap > kMaxGapMtx=4 ticks — culled or absent long enough that its last sample no longer describes it (g_gapTooStale); (3) gap > 1 with no matching camera in the inverse-view ring — REFUSED rather than paired against this tick's camera, which would attribute the camera's whole motion to the object (g_gapRefusedNoCamera); (4) vertex-count mismatch — the object replayed a different display list, so pairing would smear it across the screen (g_popMismatch); (5) an object-space delta large enough to be a teleport rather than motion, snapped deliberately (g_popRefused). Measured 99.7-99.9% paired, so the residual is dominated by (1) and (2).
pop.jpa-particle	effect	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage10,stage11,stage12,stage13,stage14,stage15,stage2,stage20,stage21,stage22,stage23,stage24,stage25,stage26,stage27,stage28,stage3,stage4,stage5,stage6,stage7,stage8,stage9	identified	yes	2026-08-11	-
pop.particle-stripe	deforming	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage13,stage14,stage2,stage21,stage23,stage5,stage7,stage8,stage9	yes	partial	2026-08-11	JPADrawExecStripe/StripeCross: a particle CHAIN drawn as one strip, so no single particle position can displace it and the per-particle seam cannot cover it. Tagged per strip by the EMITTER (JPADrawContext::mBaseEmitter). Emitter addresses can be reused and there is no monotonic emitter age to make a generation from; what bounds it is the pairing gate itself - patch_vertices needs consecutive ticks, so an alias needs a same-tick recycle AND an identical chain length. 92.8% paired.
pop.screen-wipe	deforming	(labelled by a seam in sms-recomp/frame_interp)	plaza,stage1,stage13,stage14,stage20,stage21,stage22,stage23,stage24,stage7	yes	yes	2026-08-11	hx_wiper's Hxs1_Circle / Hxs2_Circle / __Hx_FrBufferMorf. 94.4% of strips lerp; the residual is 304 vertex-count changes (the circle's segment count follows its radius) and 965 non-consecutive ticks, both correct to snap.
pop.sea-ripple	deforming	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage10,stage11,stage12,stage13,stage15,stage20,stage25,stage26,stage27,stage28,stage3,stage4,stage5,stage6,stage9	identified	yes	2026-08-11	-
pop.shadow-alpha-cube	shadow	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage10,stage11,stage12,stage13,stage14,stage15,stage2,stage20,stage21,stage22,stage23,stage24,stage25,stage26,stage27,stage28,stage3,stage4,stage5,stage6,stage7,stage8,stage9	yes	yes	2026-08-11	World-space dst-alpha box around each shadow GROUP (ShadowUtil.cpp:571). Keyed by the group's MEMBERSHIP - the hashed owners of its footprint chain - so a re-clustered group snaps instead of pairing with a different set of actors (all boxes are 24 vertices, so the count gate could not catch that). Group reached from callee-saved r31/r25 at SMS_DrawCube, confirmed against the drawShadow disassembly and guarded by return address. Measured 2026-08-12, 600 ticks: 44962 tagged by membership, 0 refused for a member whose owner could not be established, 0 drawn from outside drawShadow. The earlier 92.6% predates the request-address owner join; membership can now always be computed, because every member resolves an owner.
pop.shadow-model	shadow	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage13,stage14,stage2,stage20,stage21,stage22,stage23,stage24,stage3,stage4,stage5,stage6,stage7,stage8,stage9	yes	yes	2026-08-11	SMS_DrawShape — the pass-4 (type-3 / ship) shadow shapes. Now keyed by the OWNING ACTOR, not by an ordinal: at the pass-4 call site the per-instance TAlphaShadowQuad is live in r24 (callee-saved, so it survives the intervening SMS_SettingDrawShape call), and fp->mReq at +0x68 is the same request the shadow-volume owner join already resolves. The site is discriminated by return address, LR == 0x8022f3e8 — the other two SMS_DrawShape sites in drawShadow are a different loop where r24 is not a quad, and ModelWaterManager calls the same function. Measured SBR_STAGE=1, 600 presents: 550 draws arrive per run and ALL 550 resolve an owner, 0 fall through. Refusals contributed by this population: ZERO, in four runs across two schemes. Promoted to default 2026-08-12 after measuring against the right control (fp, not tagging-off, since pass4owner also selects FpOnly) — see the table in tag_shadow.cpp.
pop.shadow-volume	shadow	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage10,stage11,stage12,stage13,stage14,stage15,stage2,stage20,stage21,stage22,stage23,stage24,stage25,stage26,stage27,stage28,stage3,stage4,stage5,stage6,stage7,stage8,stage9	identified	yes	2026-08-11	TMBindShadowManager::drawShadowVolume. Keyed by the ACTOR that requested the shadow. The join is now by the REQUEST'S ADDRESS, learned from the first accepted request of a tick and re-verified by reading the predicted slot back, so it covers every shadow type including the type-1 body shadows the earlier POSITION join could not reach (the calc pass rewrites their position in place before the draw, ShadowUtil.cpp:288). Measured 2026-08-12, SBR_STAGE=1 SBR_SCENARIO=0, 600 ticks: 55778 volume draws, ALL 55778 keyed by their owning actor, 0 falling through to a slot key, 0 snapped for an unknown owner; 39812 owner lookups, 39812 hits, 0 misses. Pairing 55140 of 55778 with 12 refused, so 'partial' is now the unpaired tail (birth and gap), not unestablished ownership. The residual worth looking at is the motion tail: 8 paired draws land in the [1k,10k) units/tick bucket, against a no-tagging control of 4 for the whole >=100 range. Do NOT reintroduce an ordinal key here: an earlier slot-ordinal version scored 1128 mispairs against that control of 4, which the user saw as other characters' marukage rendering in the wrong place for a frame every few seconds.
pop.shine-shadow-slice	shadow	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1	identified	yes	2026-08-11	-
pop.swing-rope	deforming	(labelled by a seam in sms-recomp/frame_interp)	stage4,stage8	identified	yes	2026-08-11	-
pop.tdl-indexed-quad	deforming	(labelled by a seam in sms-recomp/frame_interp)	stage1	identified	yes	2026-08-22	-
pop.text-glyph	2d	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage2,stage3,stage4,stage5,stage6,stage8,stage9	identified	2d-correct	2026-08-11	-
pop.water-mirror	deforming	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage10,stage11,stage12,stage14,stage15,stage20,stage21,stage22,stage23,stage24,stage25,stage26,stage27,stage28,stage3,stage4,stage5,stage6,stage7,stage8,stage9	identified	yes	2026-08-11	-
pop.wire	deforming	(labelled by a seam in sms-recomp/frame_interp)	boot,plaza,stage1,stage13,stage2,stage4,stage9	identified	yes	2026-08-11	-
